date;valuation;cashIn;cashOut
2020-05-25;5 824 447,44;0,00;0,00
2020-05-26;5 788 412,72;0,00;0,00
2020-05-27;5 781 770,92;0,00;0,00
2020-05-28;5 915 879,40;0,00;0,00
2020-05-29;6 230 784,26;0,00;0,00
2020-05-30;6 230 784,26;0,00;0,00
2020-05-31;6 230 784,26;0,00;0,00
2020-06-01;6 220 785,66;0,00;0,00
2020-06-02;6 014 539,51;0,00;0,00
2020-06-03;5 840 907,86;0,00;0,00
2020-06-04;6 087 015,26;0,00;0,00
2020-06-05;5 756 850,70;0,00;0,00
2020-06-06;5 756 850,70;0,00;0,00
2020-06-07;5 756 850,70;0,00;0,00
2020-06-08;5 827 750,70;0,00;0,00
2020-06-09;5 928 551,30;0,00;0,00
2020-06-10;5 978 440,50;0,00;0,00
2020-06-11;6 197 747,50;0,00;0,00
2020-06-12;6 197 747,50;0,00;0,00
2020-06-13;6 197 747,50;0,00;0,00
2020-06-14;6 197 747,50;0,00;0,00
2020-06-15;5 958 069,90;0,00;0,00
2020-06-16;5 955 907,10;0,00;0,00
2020-06-17;5 965 656,22;0,00;0,00
2020-06-18;5 927 468,42;0,00;0,00
2020-06-19;5 976 559,86;0,00;0,00
2020-06-20;5 976 559,86;0,00;0,00
2020-06-21;5 976 559,86;0,00;0,00
2020-06-22;5 985 683,14;0,00;0,00
2020-06-23;5 941 647,30;0,00;0,00
2020-06-24;5 941 647,30;0,00;0,00
2020-06-25;5 885 710,10;0,00;0,00
2020-06-26;5 996 522,82;0,00;0,00
2020-06-27;5 996 522,82;0,00;0,00
2020-06-28;5 996 522,82;0,00;0,00
2020-06-29;6 127 221,06;0,00;0,00
2020-06-30;6 484 814,80;0,00;0,00
2020-07-01;6 484 814,80;0,00;0,00
2020-07-02;6 256 823,20;0,00;0,00
2020-07-03;6 427 549,20;0,00;0,00
2020-07-04;6 427 549,20;0,00;0,00
2020-07-05;6 427 549,20;0,00;0,00
2020-07-06;6 583 988,24;0,00;0,00
2020-07-07;6 514 548,84;0,00;0,00
2020-07-08;6 623 300,12;0,00;0,00
2020-07-09;6 574 349,20;0,00;0,00
2020-07-10;6 575 674,76;0,00;0,00
2020-07-11;6 575 674,76;0,00;0,00
2020-07-12;6 575 674,76;0,00;0,00
2020-07-13;6 745 909,36;0,00;0,00
2020-07-14;6 813 674,56;0,00;0,00
2020-07-15;6 839 677,68;0,00;0,00
2020-07-16;6 915 534,64;0,00;0,00
2020-07-17;7 025 181,36;0,00;0,00
2020-07-18;7 025 181,36;0,00;0,00
2020-07-19;7 025 181,36;0,00;0,00
2020-07-20;7 078 668,92;0,00;0,00
2020-07-21;7 403 589,12;0,00;0,00
2020-07-22;8 019 396,12;0,00;0,00
2020-07-23;8 237 067,00;0,00;0,00
2020-07-24;8 177 441,60;0,00;0,00
2020-07-25;8 177 441,60;0,00;0,00
2020-07-26;8 177 441,60;0,00;0,00
2020-07-27;8 817 043,40;0,00;0,00
2020-07-28;9 064 501,56;0,00;0,00
2020-07-29;8 947 355,36;0,00;0,00
2020-07-30;8 823 457,56;0,00;0,00
2020-07-31;9 282 520,91;0,00;0,00
2020-08-01;9 282 520,91;0,00;0,00
2020-08-02;9 282 520,91;0,00;0,00
2020-08-03;9 071 639,31;0,00;0,00
2020-08-04;9 427 478,91;0,00;0,00
2020-08-05;9 743 130,51;0,00;0,00
2020-08-06;10 174 892,71;0,00;0,00
2020-08-07;10 176 394,87;0,00;0,00
2020-08-08;10 176 394,87;0,00;0,00
2020-08-09;10 176 394,87;0,00;0,00
2020-08-10;10 277 202,87;0,00;0,00
2020-08-11;9 904 980,47;0,00;0,00
2020-08-12;9 851 643,67;0,00;0,00
2020-08-13;9 916 537,27;0,00;0,00
2020-08-14;9 837 045,27;0,00;0,00
2020-08-15;9 837 045,27;0,00;0,00
2020-08-16;9 837 045,27;0,00;0,00
2020-08-17;10 073 098,87;0,00;0,00
2020-08-18;10 117 271,67;0,00;0,00
2020-08-19;10 017 394,07;0,00;0,00
2020-08-20;10 158 452,47;0,00;0,00
2020-08-21;10 185 381,27;0,00;0,00
2020-08-22;10 185 381,27;0,00;0,00
2020-08-23;10 185 381,27;0,00;0,00
2020-08-24;10 119 829,27;0,00;0,00
2020-08-25;10 269 234,87;0,00;0,00
2020-08-26;10 435 577,27;0,00;0,00
2020-08-27;10 323 394,07;0,00;0,00
2020-08-28;10 261 461,27;0,00;0,00
2020-08-29;10 261 461,27;0,00;0,00
2020-08-30;10 261 461,27;0,00;0,00
2020-08-31;10 422 223,26;0,00;0,00
2020-09-01;10 318 344,86;0,00;0,00
2020-09-02;10 496 360,06;0,00;0,00
2020-09-03;10 337 396,06;0,00;0,00
2020-09-04;10 317 044,06;0,00;0,00
2020-09-05;10 317 044,06;0,00;0,00
2020-09-06;10 317 044,06;0,00;0,00
2020-09-07;10 446 615,26;0,00;0,00
2020-09-08;10 510 438,46;0,00;0,00
2020-09-09;10 352 144,86;0,00;0,00
2020-09-10;10 391 940,86;0,00;0,00
2020-09-11;10 284 048,06;0,00;0,00
2020-09-12;10 284 048,06;0,00;0,00
2020-09-13;10 284 048,06;0,00;0,00
2020-09-14;10 378 488,88;0,00;0,00
2020-09-15;10 296 306,64;0,00;0,00
2020-09-16;10 314 065,04;0,00;0,00
2020-09-17;10 319 629,04;0,00;0,00
2020-09-18;10 409 795,04;0,00;0,00
2020-09-19;10 409 795,04;0,00;0,00
2020-09-20;10 409 795,04;0,00;0,00
2020-09-21;9 937 995,84;0,00;0,00
2020-09-22;9 864 612,64;0,00;0,00
2020-09-23;9 711 317,44;0,00;0,00
2020-09-24;9 675 131,84;0,00;0,00
2020-09-25;9 990 430,24;0,00;0,00
2020-09-26;9 990 430,24;0,00;0,00
2020-09-27;9 990 430,24;0,00;0,00
2020-09-28;10 269 224,24;0,00;0,00
2020-09-29;10 512 834,64;0,00;0,00
2020-09-30;10 093 277,21;0,00;0,00
2020-10-01;10 139 784,41;0,00;0,00
2020-10-02;10 249 825,21;0,00;0,00
2020-10-03;10 249 825,21;0,00;0,00
2020-10-04;10 249 825,21;0,00;0,00
2020-10-05;10 422 129,21;0,00;0,00
2020-10-06;10 279 804,41;0,00;0,00
2020-10-07;10 251 233,21;0,00;0,00
2020-10-08;10 073 404,81;0,00;0,00
2020-10-09;10 133 836,41;0,00;0,00
2020-10-10;10 133 836,41;0,00;0,00
2020-10-11;10 133 836,41;0,00;0,00
2020-10-12;10 270 442,81;0,00;0,00
2020-10-13;10 046 134,41;0,00;0,00
2020-10-14;10 200 318,81;0,00;0,00
2020-10-15;10 286 456,41;0,00;0,00
2020-10-16;10 188 414,81;0,00;0,00
2020-10-17;10 188 414,81;0,00;0,00
2020-10-18;10 188 414,81;0,00;0,00
2020-10-19;10 249 028,81;0,00;0,00
2020-10-20;10 273 764,01;0,00;0,00
2020-10-21;10 218 559,61;0,00;0,00
2020-10-22;10 019 937,61;0,00;0,00
2020-10-23;9 959 413,61;0,00;0,00
2020-10-24;9 959 413,61;0,00;0,00
2020-10-25;9 959 413,61;0,00;0,00
2020-10-26;9 869 901,21;0,00;0,00
2020-10-27;10 095 402,81;0,00;0,00
2020-10-28;10 166 002,81;0,00;0,00
2020-10-29;10 209 682,81;0,00;0,00
2020-10-30;10 352 748,56;0,00;0,00
2020-10-31;10 352 748,56;0,00;0,00
2020-11-01;10 352 748,56;0,00;0,00
2020-11-02;10 683 500,16;0,00;0,00
2020-11-03;10 494 982,96;0,00;0,00
2020-11-04;10 494 982,96;0,00;0,00
2020-11-05;10 224 237,76;0,00;0,00
2020-11-06;10 456 437,36;0,00;0,00
2020-11-07;10 456 437,36;0,00;0,00
2020-11-08;10 456 437,36;0,00;0,00
2020-11-09;9 781 992,72;0,00;0,00
2020-11-10;9 944 167,92;0,00;0,00
2020-11-11;9 975 879,92;0,00;0,00
2020-11-12;10 058 255,52;0,00;0,00
2020-11-13;10 285 762,32;0,00;0,00
2020-11-14;10 285 762,32;0,00;0,00
2020-11-15;10 285 762,32;0,00;0,00
2020-11-16;10 023 468,12;0,00;0,00
2020-11-17;9 973 620,92;0,00;0,00
2020-11-18;9 925 790,92;0,00;0,00
2020-11-19;9 835 314,92;0,00;0,00
2020-11-20;9 878 195,32;0,00;0,00
2020-11-21;9 878 195,32;0,00;0,00
2020-11-22;9 878 195,32;0,00;0,00
2020-11-23;9 745 964,12;0,00;0,00
2020-11-24;9 537 761,72;0,00;0,00
2020-11-25;9 652 191,32;0,00;0,00
2020-11-26;9 575 936,52;0,00;0,00
2020-11-27;9 520 982,12;0,00;0,00
2020-11-28;9 520 982,12;0,00;0,00
2020-11-29;9 520 982,12;0,00;0,00
2020-11-30;9 505 623,11;0,00;0,00
2020-12-01;9 644 254,31;0,00;0,00
2020-12-02;9 599 281,51;0,00;0,00
2020-12-03;9 439 477,11;0,00;0,00
2020-12-04;9 334 779,51;0,00;0,00
2020-12-05;9 334 779,51;0,00;0,00
2020-12-06;9 334 779,51;0,00;0,00
2020-12-07;9 333 976,31;0,00;0,00
2020-12-08;9 299 270,31;0,00;0,00
2020-12-09;9 292 343,11;0,00;0,00
2020-12-10;9 150 820,11;0,00;0,00
2020-12-11;9 129 385,15;0,00;0,00
2020-12-12;9 129 385,15;0,00;0,00
2020-12-13;9 129 385,15;0,00;0,00
2020-12-14;9 176 959,95;0,00;0,00
2020-12-15;9 306 126,75;0,00;0,00
2020-12-16;9 355 936,55;0,00;0,00
2020-12-17;9 356 607,55;0,00;0,00
2020-12-18;9 505 958,75;0,00;0,00
2020-12-19;9 505 958,75;0,00;0,00
2020-12-20;9 505 958,75;0,00;0,00
2020-12-21;9 949 606,55;0,00;0,00
2020-12-22;9 942 253,35;0,00;0,00
2020-12-23;9 813 570,95;0,00;0,00
2020-12-24;9 610 615,15;0,00;0,00
2020-12-25;9 695 620,75;0,00;0,00
2020-12-26;9 695 620,75;0,00;0,00
2020-12-27;9 695 620,75;0,00;0,00
2020-12-28;9 672 299,95;0,00;0,00
2020-12-29;9 595 541,75;0,00;0,00
2020-12-30;9 788 098,35;0,00;0,00
2020-12-31;9 799 649,94;0,00;0,00
2021-01-01;9 799 649,94;0,00;0,00
2021-01-02;9 799 649,94;0,00;0,00
2021-01-03;9 799 649,94;0,00;0,00
2021-01-04;9 806 439,14;0,00;0,00
2021-01-05;9 850 675,54;0,00;0,00
2021-01-06;9 745 987,14;0,00;0,00
2021-01-07;9 745 987,14;0,00;0,00
2021-01-08;9 673 671,54;0,00;0,00
2021-01-09;9 673 671,54;0,00;0,00
2021-01-10;9 673 671,54;0,00;0,00
2021-01-11;9 713 535,14;0,00;0,00
2021-01-12;9 445 890,14;0,00;0,00
2021-01-13;9 463 512,14;0,00;0,00
2021-01-14;10 402 907,94;1 000 000,00;0,00
2021-01-15;10 366 227,34;0,00;0,00
2021-01-16;10 366 227,34;0,00;0,00
2021-01-17;10 366 227,34;0,00;0,00
2021-01-18;10 469 728,14;0,00;0,00
2021-01-19;10 419 546,94;0,00;0,00
2021-01-20;10 414 378,14;0,00;0,00
2021-01-21;10 474 465,54;0,00;0,00
2021-01-22;10 777 366,14;0,00;0,00
2021-01-23;10 777 366,14;0,00;0,00
2021-01-24;10 777 366,14;0,00;0,00
2021-01-25;10 936 129,94;0,00;0,00
2021-01-26;10 761 579,34;0,00;0,00
2021-01-27;10 879 514,54;0,00;0,00
2021-01-28;11 215 447,54;0,00;0,00
2021-01-29;11 222 657,96;0,00;0,00
2021-01-30;11 222 657,96;0,00;0,00
2021-01-31;11 222 657,96;0,00;0,00
2021-02-01;11 636 408,76;0,00;0,00
2021-02-02;11 267 765,16;0,00;0,00
2021-02-03;11 309 556,76;0,00;0,00
2021-02-04;11 191 197,16;0,00;0,00
2021-02-05;10 988 866,36;0,00;0,00
2021-02-06;10 988 866,36;0,00;0,00
2021-02-07;10 988 866,36;0,00;0,00
2021-02-08;10 999 134,36;0,00;0,00
2021-02-09;10 890 638,76;0,00;0,00
2021-02-10;10 812 340,76;0,00;0,00
2021-02-11;10 774 784,76;0,00;0,00
2021-02-12;10 826 017,16;0,00;0,00
2021-02-13;10 826 017,16;0,00;0,00
2021-02-14;10 826 017,16;0,00;0,00
2021-02-15;10 782 345,16;0,00;0,00
2021-02-16;10 856 449,96;0,00;0,00
2021-02-17;10 924 214,36;0,00;0,00
2021-02-18;10 906 077,56;0,00;0,00
2021-02-19;10 926 133,96;0,00;0,00
2021-02-20;10 922 407,16;0,00;0,00
2021-02-21;10 922 407,16;0,00;0,00
2021-02-22;11 035 405,56;0,00;0,00
2021-02-23;11 035 405,56;0,00;0,00
2021-02-24;10 916 909,56;0,00;0,00
2021-02-25;10 989 343,96;0,00;0,00
2021-02-26;10 982 939,00;0,00;0,00
2021-02-27;10 982 939,00;0,00;0,00
2021-02-28;10 982 939,00;0,00;0,00
2021-03-01;10 870 805,00;0,00;0,00
2021-03-02;10 722 342,20;0,00;0,00
2021-03-03;10 657 114,60;0,00;0,00
2021-03-04;10 600 488,12;0,00;0,00
2021-03-05;10 552 778,12;0,00;0,00
2021-03-06;10 552 778,12;0,00;0,00
2021-03-07;10 552 778,12;0,00;0,00
2021-03-08;10 552 778,12;0,00;0,00
2021-03-09;10 619 398,92;0,00;0,00
2021-03-10;10 606 727,72;0,00;0,00
2021-03-11;10 557 041,72;0,00;0,00
2021-03-12;10 415 847,72;0,00;0,00
2021-03-13;10 415 847,72;0,00;0,00
2021-03-14;10 415 847,72;0,00;0,00
2021-03-15;10 495 608,12;0,00;0,00
2021-03-16;10 396 157,32;0,00;0,00
2021-03-17;10 664 110,52;0,00;0,00
2021-03-18;10 766 636,52;0,00;0,00
2021-03-19;10 775 117,72;0,00;0,00
2021-03-20;10 775 117,72;0,00;0,00
2021-03-21;10 775 117,72;0,00;0,00
2021-03-22;10 845 403,32;0,00;0,00
2021-03-23;11 050 634,52;0,00;0,00
2021-03-24;11 149 916,52;0,00;0,00
2021-03-25;11 093 113,72;0,00;0,00
2021-03-26;10 962 629,36;0,00;0,00
2021-03-27;10 962 629,36;0,00;0,00
2021-03-28;10 962 629,36;0,00;0,00
2021-03-29;10 787 756,04;0,00;0,00
2021-03-30;10 674 146,16;0,00;0,00
2021-03-31;10 640 181,41;0,00;0,00
2021-04-01;11 002 880,81;0,00;0,00
2021-04-02;11 042 095,61;0,00;0,00
2021-04-03;11 042 095,61;0,00;0,00
2021-04-04;11 042 095,61;0,00;0,00
2021-04-05;11 003 204,01;0,00;0,00
2021-04-06;11 359 017,41;0,00;0,00
2021-04-07;11 302 407,01;0,00;0,00
2021-04-08;11 326 288,41;0,00;0,00
2021-04-09;11 422 478,41;0,00;0,00
2021-04-10;11 422 478,41;0,00;0,00
2021-04-11;11 422 478,41;0,00;0,00
2021-04-12;11 279 234,01;0,00;0,00
2021-04-13;11 113 846,41;0,00;0,00
2021-04-14;10 964 662,21;0,00;0,00
2021-04-15;11 350 828,21;0,00;0,00
2021-04-16;11 259 956,81;0,00;0,00
2021-04-17;11 259 956,81;0,00;0,00
2021-04-18;11 259 956,81;0,00;0,00
2021-04-19;11 337 302,61;0,00;0,00
2021-04-20;11 506 320,81;0,00;0,00
2021-04-21;11 613 857,01;0,00;0,00
2021-04-22;11 279 796,21;0,00;0,00
2021-04-23;11 053 927,21;0,00;0,00
2021-04-24;11 053 927,21;0,00;0,00
2021-04-25;11 053 927,21;0,00;0,00
2021-04-26;11 053 718,01;0,00;0,00
2021-04-27;11 100 486,01;0,00;0,00
2021-04-28;10 973 064,81;0,00;0,00
2021-04-29;10 870 285,81;0,00;0,00
2021-04-30;11 048 120,92;0,00;0,00
2021-05-01;11 048 120,92;0,00;0,00
2021-05-02;11 048 120,92;0,00;0,00
2021-05-03;11 048 120,92;0,00;0,00
2021-05-04;11 148 721,32;0,00;0,00
2021-05-05;11 096 531,92;0,00;0,00
2021-05-06;11 287 465,92;0,00;0,00
2021-05-07;11 163 511,92;0,00;0,00
2021-05-08;11 163 511,92;0,00;0,00
2021-05-09;11 163 511,92;0,00;0,00
2021-05-10;11 342 585,72;0,00;0,00
2021-05-11;11 288 933,72;0,00;0,00
2021-05-12;11 312 522,12;0,00;0,00
2021-05-13;11 147 828,12;0,00;0,00
2021-05-14;11 244 327,32;0,00;0,00
2021-05-15;11 244 327,32;0,00;0,00
2021-05-16;11 244 327,32;0,00;0,00
2021-05-17;11 425 817,32;0,00;0,00
2021-05-18;11 411 519,72;0,00;0,00
2021-05-19;11 361 464,92;0,00;0,00
2021-05-20;11 294 024,92;0,00;0,00
2021-05-21;11 200 564,92;0,00;0,00
2021-05-22;11 200 564,92;0,00;0,00
2021-05-23;11 200 564,92;0,00;0,00
2021-05-24;11 241 690,52;0,00;0,00
2021-05-25;11 276 262,52;0,00;0,00
2021-05-26;11 278 848,12;0,00;0,00
2021-05-27;11 228 492,12;0,00;0,00
2021-05-28;11 184 525,72;0,00;0,00
2021-05-29;11 184 525,72;0,00;0,00
2021-05-30;11 184 525,72;0,00;0,00
2021-05-31;11 269 451,18;0,00;0,00
2021-06-01;11 289 393,58;0,00;0,00
2021-06-02;11 225 883,98;0,00;0,00
2021-06-03;11 089 495,18;0,00;0,00
2021-06-04;11 071 603,98;0,00;0,00
2021-06-05;11 071 603,98;0,00;0,00
2021-06-06;11 071 603,98;0,00;0,00
2021-06-07;11 091 619,18;0,00;0,00
2021-06-08;10 912 036,78;0,00;0,00
2021-06-09;10 935 510,38;0,00;0,00
2021-06-10;10 813 184,78;0,00;0,00
2021-06-11;10 868 493,98;0,00;0,00
2021-06-12;10 868 493,98;0,00;0,00
2021-06-13;10 868 493,98;0,00;0,00
2021-06-14;10 846 793,18;0,00;0,00
2021-06-15;10 847 866,98;0,00;0,00
2021-06-16;10 782 879,98;0,00;0,00
2021-06-17;10 496 224,98;0,00;0,00
2021-06-18;10 620 803,98;0,00;0,00
2021-06-19;10 620 803,98;0,00;0,00
2021-06-20;10 620 803,98;0,00;0,00
2021-06-21;10 735 033,98;0,00;0,00
2021-06-22;10 672 645,98;0,00;0,00
2021-06-23;10 595 981,98;0,00;0,00
2021-06-24;10 508 639,98;0,00;0,00
2021-06-25;10 451 316,98;0,00;0,00
2021-06-26;10 451 316,98;0,00;0,00
2021-06-27;10 451 316,98;0,00;0,00
2021-06-28;10 467 820,98;0,00;0,00
2021-06-29;10 565 113,98;0,00;0,00
2021-06-30;10 720 477,59;0,00;0,00
2021-07-01;10 814 408,59;0,00;0,00
2021-07-02;10 883 657,59;0,00;0,00
2021-07-03;10 883 657,59;0,00;0,00
2021-07-04;10 883 657,59;0,00;0,00
2021-07-05;10 926 564,59;0,00;0,00
2021-07-06;11 099 329,59;0,00;0,00
2021-07-07;11 210 736,59;0,00;0,00
2021-07-08;11 164 775,59;0,00;0,00
2021-07-09;11 069 312,59;0,00;0,00
2021-07-10;11 069 312,59;0,00;0,00
2021-07-11;11 069 312,59;0,00;0,00
2021-07-12;11 106 248,59;0,00;0,00
2021-07-13;11 007 688,59;0,00;0,00
2021-07-14;11 058 662,59;0,00;0,00
2021-07-15;11 071 646,59;0,00;0,00
2021-07-16;10 887 365,59;0,00;0,00
2021-07-17;10 887 365,59;0,00;0,00
2021-07-18;10 887 365,59;0,00;0,00
2021-07-19;10 896 761,59;0,00;0,00
2021-07-20;10 805 647,59;0,00;0,00
2021-07-21;10 723 632,59;0,00;0,00
2021-07-22;10 731 294,59;0,00;0,00
2021-07-23;10 653 706,59;0,00;0,00
2021-07-24;10 653 706,59;0,00;0,00
2021-07-25;10 653 706,59;0,00;0,00
2021-07-26;10 650 291,59;0,00;0,00
2021-07-27;10 531 520,59;0,00;0,00
2021-07-28;10 560 067,59;0,00;0,00
2021-07-29;10 589 213,59;0,00;0,00
2021-07-30;10 542 019,10;0,00;0,00
2021-07-31;10 542 019,10;0,00;0,00
2021-08-01;10 542 019,10;0,00;0,00
2021-08-02;10 467 090,10;0,00;0,00
2021-08-03;10 516 115,10;0,00;0,00
2021-08-04;10 549 455,10;0,00;0,00
2021-08-05;10 442 154,10;0,00;0,00
2021-08-06;10 345 235,10;0,00;0,00
2021-08-07;10 345 235,10;0,00;0,00
2021-08-08;10 345 235,10;0,00;0,00
2021-08-09;10 208 741,10;0,00;0,00
2021-08-10;10 277 710,10;0,00;0,00
2021-08-11;10 248 601,10;0,00;0,00
2021-08-12;10 123 034,10;0,00;0,00
2021-08-13;10 144 713,10;0,00;0,00
2021-08-14;10 144 713,10;0,00;0,00
2021-08-15;10 144 713,10;0,00;0,00
2021-08-16;10 150 996,10;0,00;0,00
2021-08-17;10 175 977,10;0,00;0,00
2021-08-18;10 208 708,10;0,00;0,00
2021-08-19;10 302 682,10;0,00;0,00
2021-08-20;10 289 383,10;0,00;0,00
2021-08-21;10 289 383,10;0,00;0,00
2021-08-22;10 289 383,10;0,00;0,00
2021-08-23;10 345 015,10;0,00;0,00
2021-08-24;10 274 812,10;0,00;0,00
2021-08-25;10 322 046,10;0,00;0,00
2021-08-26;10 330 709,10;0,00;0,00
2021-08-27;10 227 389,10;0,00;0,00
2021-08-28;10 227 389,10;0,00;0,00
2021-08-29;10 227 389,10;0,00;0,00
2021-08-30;10 188 641,10;0,00;0,00
2021-08-31;10 152 959,96;0,00;0,00
2021-09-01;10 114 327,96;0,00;0,00
2021-09-02;9 995 342,96;0,00;0,00
2021-09-03;10 134 553,96;0,00;0,00
2021-09-04;10 134 553,96;0,00;0,00
2021-09-05;10 134 553,96;0,00;0,00
2021-09-06;10 233 767,96;0,00;0,00
2021-09-07;10 217 609,96;0,00;0,00
2021-09-08;10 148 979,37;0,00;0,00
2021-09-09;10 031 851,17;0,00;0,00
2021-09-10;10 042 980,77;0,00;0,00
2021-09-11;10 042 980,77;0,00;0,00
2021-09-12;10 042 980,77;0,00;0,00
2021-09-13;9 907 447,57;0,00;0,00
2021-09-14;9 921 879,37;0,00;0,00
2021-09-15;9 820 292,77;0,00;0,00
2021-09-16;9 588 922,97;0,00;0,00
2021-09-17;9 591 442,97;0,00;0,00
2021-09-18;9 591 442,97;0,00;0,00
2021-09-19;9 591 442,97;0,00;0,00
2021-09-20;9 726 308,37;0,00;0,00
2021-09-21;9 716 067,57;0,00;0,00
2021-09-22;9 646 413,97;0,00;0,00
2021-09-23;9 612 513,57;0,00;0,00
2021-09-24;9 546 679,57;0,00;0,00
2021-09-25;9 546 679,57;0,00;0,00
2021-09-26;9 546 679,57;0,00;0,00
2021-09-27;9 508 995,77;0,00;0,00
2021-09-28;9 580 770,97;0,00;0,00
2021-09-29;9 303 167,17;0,00;0,00
2021-09-30;9 429 621,10;0,00;0,00
2021-10-01;9 539 189,10;0,00;0,00
2021-10-02;9 539 189,10;0,00;0,00
2021-10-03;9 539 189,10;0,00;0,00
2021-10-04;9 510 362,70;0,00;0,00
2021-10-05;9 459 540,30;0,00;0,00
2021-10-06;9 456 464,70;0,00;0,00
2021-10-07;9 359 297,10;0,00;0,00
2021-10-08;9 338 382,30;0,00;0,00
2021-10-09;9 338 382,30;0,00;0,00
2021-10-10;9 338 382,30;0,00;0,00
2021-10-11;9 299 235,90;0,00;0,00
2021-10-12;9 302 556,30;0,00;0,00
2021-10-13;9 495 903,70;0,00;0,00
2021-10-14;9 430 333,30;0,00;0,00
2021-10-15;9 280 357,50;0,00;0,00
2021-10-16;9 280 357,50;0,00;0,00
2021-10-17;9 280 357,50;0,00;0,00
2021-10-18;9 325 851,30;0,00;0,00
2021-10-19;9 389 916,90;0,00;0,00
2021-10-20;9 469 421,50;0,00;0,00
2021-10-21;9 487 106,30;0,00;0,00
2021-10-22;9 343 318,30;0,00;0,00
2021-10-23;9 343 318,30;0,00;0,00
2021-10-24;9 343 318,30;0,00;0,00
2021-10-25;9 284 809,50;0,00;0,00
2021-10-26;9 100 613,30;0,00;0,00
2021-10-27;9 319 364,30;0,00;0,00
2021-10-28;9 273 449,30;0,00;0,00
2021-10-29;9 382 164,94;0,00;0,00
2021-10-30;9 382 164,94;0,00;0,00
2021-10-31;9 382 164,94;0,00;0,00
2021-11-01;9 493 236,94;0,00;0,00
2021-11-02;9 448 317,94;0,00;0,00
2021-11-03;9 526 161,94;0,00;0,00
2021-11-04;9 526 161,94;0,00;0,00
2021-11-05;9 474 033,94;0,00;0,00
2021-11-06;9 474 033,94;0,00;0,00
2021-11-07;9 474 033,94;0,00;0,00
2021-11-08;9 544 071,94;0,00;0,00
2021-11-09;9 386 028,94;0,00;0,00
2021-11-10;9 601 468,94;0,00;0,00
2021-11-11;9 699 056,94;0,00;0,00
2021-11-12;10 116 197,94;0,00;0,00
2021-11-13;10 116 197,94;0,00;0,00
2021-11-14;10 116 197,94;0,00;0,00
2021-11-15;10 073 859,94;0,00;0,00
2021-11-16;10 260 225,94;0,00;0,00
2021-11-17;10 025 410,94;0,00;0,00
2021-11-18;10 143 864,94;0,00;0,00
2021-11-19;10 204 754,94;0,00;0,00
2021-11-20;10 204 754,94;0,00;0,00
2021-11-21;10 204 754,94;0,00;0,00
2021-11-22;10 526 234,94;0,00;0,00
2021-11-23;10 319 929,94;0,00;0,00
2021-11-24;10 311 929,94;0,00;0,00
2021-11-25;10 251 724,94;0,00;0,00
2021-11-26;10 414 949,94;0,00;0,00
2021-11-27;10 414 949,94;0,00;0,00
2021-11-28;10 414 949,94;0,00;0,00
2021-11-29;10 073 980,94;0,00;0,00
2021-11-30;10 044 696,19;0,00;0,00
2021-12-01;9 833 419,19;0,00;0,00
2021-12-02;9 662 663,19;0,00;0,00
2021-12-03;9 688 215,19;0,00;0,00
2021-12-04;9 688 215,19;0,00;0,00
2021-12-05;9 688 215,19;0,00;0,00
2021-12-06;9 735 883,79;0,00;0,00
2021-12-07;9 823 312,79;0,00;0,00
2021-12-08;9 673 963,79;0,00;0,00
2021-12-09;9 554 747,79;0,00;0,00
2021-12-10;9 508 377,79;0,00;0,00
2021-12-11;9 508 377,79;0,00;0,00
2021-12-12;9 508 377,79;0,00;0,00
2021-12-13;9 597 150,79;0,00;0,00
2021-12-14;9 504 648,79;0,00;0,00
2021-12-15;9 538 711,59;0,00;0,00
2021-12-16;9 687 848,39;0,00;0,00
2021-12-17;9 815 552,59;0,00;0,00
2021-12-18;9 815 552,59;0,00;0,00
2021-12-19;9 815 552,59;0,00;0,00
2021-12-20;9 764 915,99;0,00;0,00
2021-12-21;9 744 149,79;0,00;0,00
2021-12-22;9 721 742,79;0,00;0,00
2021-12-23;9 728 331,19;0,00;0,00
2021-12-24;9 766 721,99;0,00;0,00
2021-12-25;9 766 721,99;0,00;0,00
2021-12-26;9 766 721,99;0,00;0,00
2021-12-27;9 775 246,59;0,00;0,00
2021-12-28;9 877 205,79;0,00;0,00
2021-12-29;9 878 517,59;0,00;0,00
2021-12-30;10 062 065,99;0,00;0,00
2021-12-31;10 082 629,50;0,00;0,00
2022-01-01;10 082 629,50;0,00;0,00
2022-01-02;10 082 629,50;0,00;0,00
2022-01-03;10 032 363,90;0,00;0,00
2022-01-04;10 243 882,90;0,00;0,00
2022-01-05;10 378 002,90;0,00;0,00
2022-01-06;10 238 879,30;0,00;0,00
2022-01-07;9 903 636,70;0,00;0,00
2022-01-08;9 903 636,70;0,00;0,00
2022-01-09;9 903 636,70;0,00;0,00
2022-01-10;10 006 728,50;0,00;0,00
2022-01-11;9 896 101,90;0,00;0,00
2022-01-12;10 081 887,50;0,00;0,00
2022-01-13;10 518 967,50;0,00;0,00
2022-01-14;10 455 197,50;0,00;0,00
2022-01-15;10 455 197,50;0,00;0,00
2022-01-16;10 455 197,50;0,00;0,00
2022-01-17;10 397 681,30;0,00;0,00
2022-01-18;10 728 686,10;0,00;0,00
2022-01-19;10 831 233,30;0,00;0,00
2022-01-20;10 968 762,30;0,00;0,00
2022-01-21;11 144 402,10;0,00;0,00
