date;valuation;cashIn;cashOut
2023-09-22;25 332 714,83;0,00;0,00
2023-09-23;25 332 714,83;0,00;0,00
2023-09-24;25 332 714,83;0,00;0,00
2023-09-25;25 327 774,83;0,00;0,00
2023-09-26;25 201 674,83;0,00;0,00
2023-09-27;25 115 900,83;0,00;0,00
2023-09-28;25 167 848,83;0,00;0,00
2023-09-29;25 223 150,83;0,00;0,00
2023-09-30;25 267 736,72;0,00;0,00
2023-10-01;25 267 736,72;0,00;0,00
2023-10-02;25 272 260,72;0,00;0,00
2023-10-03;25 264 460,72;0,00;0,00
2023-10-04;25 246 260,72;0,00;0,00
2023-10-05;25 181 260,72;0,00;0,00
2023-10-06;25 296 336,72;0,00;0,00
2023-10-07;25 296 336,72;0,00;0,00
2023-10-08;25 296 336,72;0,00;0,00
2023-10-09;25 293 184,26;0,00;0,00
2023-10-10;25 586 404,26;0,00;0,00
2023-10-11;25 509 274,26;0,00;0,00
2023-10-12;25 050 334,26;0,00;0,00
2023-10-13;25 275 334,26;0,00;0,00
2023-10-14;25 275 334,26;0,00;0,00
2023-10-15;25 275 334,26;0,00;0,00
2023-10-16;25 425 334,26;0,00;0,00
2023-10-17;25 509 334,26;0,00;0,00
2023-10-18;25 605 064,26;0,00;0,00
2023-10-19;25 488 664,26;0,00;0,00
2023-10-20;25 569 334,26;0,00;0,00
2023-10-21;25 569 334,26;0,00;0,00
2023-10-22;25 569 334,26;0,00;0,00
2023-10-23;25 364 794,26;0,00;0,00
2023-10-24;25 181 944,26;0,00;0,00
2023-10-25;25 110 334,26;0,00;0,00
2023-10-26;25 274 704,26;0,00;0,00
2023-10-27;25 260 334,26;0,00;0,00
2023-10-28;25 260 334,26;0,00;0,00
2023-10-29;25 260 334,26;0,00;0,00
2023-10-30;25 170 274,26;0,00;0,00
2023-10-31;25 223 107,26;0,00;0,00
2023-11-01;24 949 987,26;0,00;0,00
2023-11-02;25 091 677,26;0,00;0,00
2023-11-03;25 094 197,26;0,00;0,00
2023-11-04;25 094 197,26;0,00;0,00
2023-11-05;25 094 197,26;0,00;0,00
2023-11-06;25 002 667,26;0,00;0,00
2023-11-07;24 912 637,26;0,00;0,00
2023-11-08;24 809 137,26;0,00;0,00
2023-11-09;24 787 897,26;0,00;0,00
2023-11-10;24 796 807,26;0,00;0,00
2023-11-11;24 796 807,26;0,00;0,00
2023-11-12;24 796 807,26;0,00;0,00
2023-11-13;24 656 137,26;0,00;0,00
2023-11-14;24 674 137,26;0,00;0,00
2023-11-15;24 626 137,26;0,00;0,00
2023-11-16;24 371 137,26;0,00;0,00
2023-11-17;24 506 137,26;0,00;0,00
2023-11-18;24 506 137,26;0,00;0,00
2023-11-19;24 506 137,26;0,00;0,00
2023-11-20;24 271 537,26;0,00;0,00
2023-11-21;24 434 737,26;0,00;0,00
2023-11-22;24 384 637,26;0,00;0,00
2023-11-23;24 401 737,26;0,00;0,00
2023-11-24;24 433 387,26;0,00;0,00
2023-11-25;24 433 387,26;0,00;0,00
2023-11-26;24 433 387,26;0,00;0,00
2023-11-27;24 536 137,26;0,00;0,00
2023-11-28;24 749 137,26;0,00;0,00
2023-11-29;24 812 137,26;0,00;0,00
2023-11-30;24 943 640,63;0,00;0,00
2023-12-01;25 159 610,63;0,00;0,00
2023-12-02;25 159 610,63;0,00;0,00
2023-12-03;25 159 610,63;0,00;0,00
2023-12-04;25 297 970,63;0,00;0,00
2023-12-05;25 373 210,63;0,00;0,00
2023-12-06;25 468 610,63;0,00;0,00
2023-12-07;25 333 550,63;0,00;0,00
2023-12-08;24 919 640,63;0,00;0,00
2023-12-09;24 919 640,63;0,00;0,00
2023-12-10;24 919 640,63;0,00;0,00
2023-12-11;24 678 440,63;0,00;0,00
2023-12-12;24 517 610,63;0,00;0,00
2023-12-13;24 547 610,63;0,00;0,00
2023-12-14;25 012 550,63;0,00;0,00
2023-12-15;24 947 390,63;0,00;0,00
2023-12-16;24 947 390,63;0,00;0,00
2023-12-17;24 947 390,63;0,00;0,00
2023-12-18;24 898 580,63;0,00;0,00
2023-12-19;24 962 750,63;0,00;0,00
2023-12-20;24 952 610,63;0,00;0,00
2023-12-21;25 242 050,63;0,00;0,00
2023-12-22;25 267 820,63;0,00;0,00
2023-12-23;25 267 820,63;0,00;0,00
2023-12-24;25 267 820,63;0,00;0,00
2023-12-25;25 395 500,63;0,00;0,00
2023-12-26;25 465 190,63;0,00;0,00
2023-12-27;25 553 240,63;0,00;0,00
2023-12-28;25 427 480,63;0,00;0,00
2023-12-29;25 545 770,63;0,00;0,00
2023-12-30;25 545 770,63;0,00;0,00
2023-12-31;25 545 593,63;0,00;0,00
2024-01-01;25 590 164,33;0,00;0,00
2024-01-02;25 590 164,33;0,00;0,00
2024-01-03;25 584 674,33;0,00;0,00
2024-01-04;25 507 364,33;0,00;0,00
2024-01-05;25 458 554,33;0,00;0,00
2024-01-06;25 458 554,33;0,00;0,00
2024-01-07;25 458 554,33;0,00;0,00
2024-01-08;25 368 314,33;0,00;0,00
2024-01-09;25 280 744,33;0,00;0,00
2024-01-10;25 257 974,33;0,00;0,00
2024-01-11;25 146 974,33;0,00;0,00
2024-01-12;25 353 374,33;0,00;0,00
2024-01-13;25 353 374,33;0,00;0,00
2024-01-14;25 353 374,33;0,00;0,00
2024-01-15;25 196 714,33;0,00;0,00
2024-01-16;25 132 004,33;0,00;0,00
2024-01-17;25 098 764,33;0,00;0,00
2024-01-18;25 131 404,33;0,00;0,00
2024-01-19;25 052 804,33;0,00;0,00
2024-01-20;25 052 804,33;0,00;0,00
2024-01-21;25 052 804,33;0,00;0,00
2024-01-22;24 937 004,33;0,00;0,00
2024-01-23;25 042 004,33;0,00;0,00
2024-01-24;25 102 214,33;0,00;0,00
2024-01-25;25 177 034,33;0,00;0,00
2024-01-26;25 251 704,33;0,00;0,00
2024-01-27;25 251 704,33;0,00;0,00
2024-01-28;25 251 704,33;0,00;0,00
2024-01-29;25 147 004,33;0,00;0,00
2024-01-30;25 252 184,33;0,00;0,00
2024-01-31;25 454 211,98;0,00;0,00
2024-02-01;25 520 091,98;0,00;0,00
2024-02-02;25 574 211,98;0,00;0,00
2024-02-03;25 574 211,98;0,00;0,00
2024-02-04;25 574 211,98;0,00;0,00
2024-02-05;25 414 971,98;0,00;0,00
2024-02-06;25 570 641,98;0,00;0,00
2024-02-07;25 508 331,98;0,00;0,00
2024-02-08;25 362 171,98;0,00;0,00
2024-02-09;25 350 951,98;0,00;0,00
2024-02-10;25 350 951,98;0,00;0,00
2024-02-11;25 350 951,98;0,00;0,00
2024-02-12;25 348 971,98;0,00;0,00
2024-02-13;25 274 631,98;0,00;0,00
2024-02-14;25 301 271,98;0,00;0,00
2024-02-15;25 508 271,98;0,00;0,00
2024-02-16;25 532 211,98;0,00;0,00
2024-02-17;25 532 211,98;0,00;0,00
2024-02-18;25 532 211,98;0,00;0,00
2024-02-19;25 601 241,98;0,00;0,00
2024-02-20;25 655 271,98;0,00;0,00
2024-02-21;25 691 301,98;0,00;0,00
2024-02-22;25 718 211,98;0,00;0,00
2024-02-23;25 718 211,98;0,00;0,00
2024-02-24;25 718 211,98;0,00;0,00
2024-02-25;25 718 211,98;0,00;0,00
2024-02-26;25 868 271,98;0,00;0,00
2024-02-27;25 916 391,98;0,00;0,00
2024-02-28;25 747 941,98;0,00;0,00
2024-02-29;25 806 681,42;0,00;0,00
2024-03-01;26 043 741,42;0,00;0,00
2024-03-02;26 043 741,42;0,00;0,00
2024-03-03;26 043 741,42;0,00;0,00
2024-03-04;26 179 547,48;0,00;0,00
2024-03-05;26 450 947,48;0,00;0,00
2024-03-06;26 443 047,48;0,00;0,00
2024-03-07;26 588 847,48;0,00;0,00
2024-03-08;26 588 847,48;0,00;0,00
2024-03-09;26 588 847,48;0,00;0,00
2024-03-10;26 588 847,48;0,00;0,00
2024-03-11;26 815 286,67;0,00;0,00
2024-03-12;26 940 592,86;0,00;0,00
2024-03-13;27 023 392,86;0,00;0,00
2024-03-14;26 977 192,86;0,00;0,00
2024-03-15;27 445 492,86;0,00;0,00
2024-03-16;27 445 492,86;0,00;0,00
2024-03-17;27 445 492,86;0,00;0,00
2024-03-18;27 094 792,86;0,00;0,00
2024-03-19;27 261 892,86;0,00;0,00
2024-03-20;27 341 392,86;0,00;0,00
2024-03-21;27 391 192,86;0,00;0,00
2024-03-22;27 405 592,86;0,00;0,00
2024-03-23;27 405 592,86;0,00;0,00
2024-03-24;27 405 592,86;0,00;0,00
2024-03-25;27 635 092,86;0,00;0,00
2024-03-26;27 590 392,86;0,00;0,00
2024-03-27;27 635 092,86;0,00;0,00
2024-03-28;27 950 992,86;0,00;0,00
2024-03-29;28 021 492,86;0,00;0,00
2024-03-30;28 021 492,86;0,00;0,00
2024-03-31;28 036 618,14;0,00;0,00
2024-04-01;28 263 118,14;0,00;0,00
2024-04-02;28 542 418,14;0,00;0,00
2024-04-03;28 613 218,14;0,00;0,00
2024-04-04;28 567 918,14;0,00;0,00
2024-04-05;28 788 418,14;0,00;0,00
2024-04-06;28 788 418,14;0,00;0,00
2024-04-07;28 788 418,14;0,00;0,00
2024-04-08;29 095 018,14;0,00;0,00
2024-04-09;29 351 818,14;0,00;0,00
2024-04-10;29 454 718,14;0,00;0,00
2024-04-11;29 341 618,14;0,00;0,00
2024-04-12;29 883 418,14;0,00;0,00
2024-04-13;29 883 418,14;0,00;0,00
2024-04-14;29 883 418,14;0,00;0,00
2024-04-15;29 402 218,14;0,00;0,00
2024-04-16;29 946 118,14;0,00;0,00
2024-04-17;29 821 318,14;0,00;0,00
2024-04-18;29 592 718,14;0,00;0,00
2024-04-19;29 371 918,14;0,00;0,00
2024-04-20;29 371 918,14;0,00;0,00
2024-04-21;29 371 918,14;0,00;0,00
2024-04-22;28 881 418,14;0,00;0,00
2024-04-23;28 576 618,14;0,00;0,00
2024-04-24;28 527 718,14;0,00;0,00
2024-04-25;28 538 518,14;0,00;0,00
2024-04-26;28 616 818,14;0,00;0,00
2024-04-27;28 682 818,14;0,00;0,00
2024-04-28;28 682 818,14;0,00;0,00
2024-04-29;28 833 418,14;0,00;0,00
2024-04-30;28 472 676,70;0,00;0,00
2024-05-01;28 472 676,70;0,00;0,00
2024-05-02;28 217 076,70;0,00;0,00
2024-05-03;28 146 576,70;0,00;0,00
2024-05-04;28 146 576,70;0,00;0,00
2024-05-05;28 146 576,70;0,00;0,00
2024-05-06;28 236 576,70;0,00;0,00
2024-05-07;28 007 376,70;0,00;0,00
2024-05-08;28 227 576,70;0,00;0,00
2024-05-09;28 227 576,70;0,00;0,00
2024-05-10;28 756 476,70;0,00;0,00
2024-05-11;28 756 476,70;0,00;0,00
2024-05-12;28 756 476,70;0,00;0,00
2024-05-13;28 359 576,70;0,00;0,00
2024-05-14;28 403 376,70;0,00;0,00
2024-05-15;28 484 376,70;0,00;0,00
2024-05-16;28 536 576,70;0,00;0,00
2024-05-17;28 655 376,70;0,00;0,00
2024-05-18;28 655 376,70;0,00;0,00
2024-05-19;28 655 376,70;0,00;0,00
2024-05-20;28 847 076,70;0,00;0,00
2024-05-21;28 728 576,70;0,00;0,00
2024-05-22;28 460 976,70;0,00;0,00
2024-05-23;28 044 276,70;0,00;0,00
2024-05-24;27 938 076,70;0,00;0,00
2024-05-25;27 938 076,70;0,00;0,00
2024-05-26;27 938 076,70;0,00;0,00
2024-05-27;27 802 776,70;0,00;0,00
2024-05-28;27 752 076,70;0,00;0,00
2024-05-29;27 796 176,70;0,00;0,00
2024-05-30;27 910 176,70;0,00;0,00
2024-05-31;27 823 117,41;0,00;0,00
2024-06-01;27 823 117,41;0,00;0,00
2024-06-02;27 823 117,41;0,00;0,00
2024-06-03;27 570 817,41;0,00;0,00
2024-06-04;27 469 717,41;0,00;0,00
2024-06-05;27 746 917,41;0,00;0,00
2024-06-06;27 884 617,41;0,00;0,00
2024-06-07;27 599 317,41;0,00;0,00
2024-06-08;27 599 317,41;0,00;0,00
2024-06-09;27 599 317,41;0,00;0,00
2024-06-10;27 375 517,41;0,00;0,00
2024-06-11;27 542 317,41;0,00;0,00
2024-06-12;27 542 317,41;0,00;0,00
2024-06-13;27 323 617,41;0,00;0,00
2024-06-14;27 491 317,41;0,00;0,00
2024-06-15;27 491 317,41;0,00;0,00
2024-06-16;27 491 317,41;0,00;0,00
2024-06-17;27 032 617,41;0,00;0,00
2024-06-18;26 516 617,41;0,00;0,00
2024-06-19;26 173 417,41;0,00;0,00
2024-06-20;27 277 717,41;0,00;0,00
2024-06-21;27 479 317,41;0,00;0,00
2024-06-22;27 479 317,41;0,00;0,00
2024-06-23;27 479 317,41;0,00;0,00
2024-06-24;26 925 217,41;0,00;0,00
2024-06-25;27 107 917,41;0,00;0,00
2024-06-26;26 831 317,41;0,00;0,00
2024-06-27;26 763 217,41;0,00;0,00
2024-06-28;26 990 017,41;0,00;0,00
2024-06-29;26 990 017,41;0,00;0,00
2024-06-30;26 991 999,37;0,00;0,00
2024-07-01;27 256 299,37;0,00;0,00
2024-07-02;27 207 699,37;0,00;0,00
2024-07-03;27 621 099,37;0,00;0,00
2024-07-04;27 778 299,37;0,00;0,00
2024-07-05;27 726 699,37;0,00;0,00
2024-07-06;27 726 699,37;0,00;0,00
2024-07-07;27 726 699,37;0,00;0,00
2024-07-08;27 898 299,37;0,00;0,00
2024-07-09;27 603 699,37;0,00;0,00
2024-07-10;27 756 699,37;0,00;0,00
2024-07-11;27 994 899,37;0,00;0,00
2024-07-12;27 916 899,37;0,00;0,00
2024-07-13;27 916 899,37;0,00;0,00
2024-07-14;27 916 899,37;0,00;0,00
2024-07-15;28 100 199,37;0,00;0,00
2024-07-16;28 407 699,37;0,00;0,00
2024-07-17;28 341 099,37;0,00;0,00
2024-07-18;28 374 399,37;0,00;0,00
2024-07-19;28 052 199,37;0,00;0,00
2024-07-20;28 052 199,37;0,00;0,00
2024-07-21;28 052 199,37;0,00;0,00
2024-07-22;27 863 799,37;0,00;0,00
2024-07-23;27 801 399,37;0,00;0,00
2024-07-24;27 775 599,37;0,00;0,00
2024-07-25;27 345 102,75;0,00;0,00
2024-07-26;27 664 302,75;0,00;0,00
2024-07-27;27 664 302,75;0,00;0,00
2024-07-28;27 664 302,75;0,00;0,00
2024-07-29;27 417 302,75;0,00;0,00
2024-07-30;27 620 402,75;0,00;0,00
2024-07-31;27 755 434,35;0,00;0,00
2024-08-01;27 750 334,35;0,00;0,00
2024-08-02;27 634 934,35;0,00;0,00
2024-08-03;27 634 934,35;0,00;0,00
2024-08-04;27 634 934,35;0,00;0,00
2024-08-05;27 472 060,61;0,00;0,00
2024-08-06;27 413 768,03;0,00;0,00
2024-08-07;27 413 113,51;0,00;0,00
2024-08-08;27 685 246,12;0,00;0,00
2024-08-09;27 750 055,42;0,00;0,00
2024-08-10;27 789 320,55;0,00;0,00
2024-08-11;27 789 320,55;0,00;0,00
2024-08-12;28 416 872,98;0,00;0,00
2024-08-13;28 781 247,34;0,00;0,00
2024-08-14;28 204 720,38;0,00;0,00
2024-08-15;28 310 733,43;0,00;0,00
2024-08-16;28 534 904,51;0,00;0,00
2024-08-17;28 590 852,27;0,00;0,00
2024-08-18;28 591 628,46;0,00;0,00
2024-08-19;28 830 905,73;0,00;0,00
2024-08-20;29 115 641,06;0,00;0,00
2024-08-21;29 077 723,87;0,00;0,00
2024-08-22;28 702 170,08;0,00;0,00
2024-08-23;29 088 453,23;0,00;0,00
2024-08-24;29 021 270,08;0,00;0,00
2024-08-25;29 022 028,13;0,00;0,00
2024-08-26;29 200 338,64;0,00;0,00
2024-08-27;29 297 652,83;0,00;0,00
2024-08-28;29 322 998,67;0,00;0,00
2024-08-29;29 660 632,09;0,00;0,00
2024-08-30;29 376 976,17;0,00;0,00
2024-08-31;29 421 684,76;0,00;0,00
2024-09-01;29 422 459,31;0,00;0,00
2024-09-02;29 251 619,69;0,00;0,00
2024-09-03;28 720 644,31;0,00;0,00
2024-09-04;29 145 771,40;0,00;0,00
2024-09-05;29 165 176,43;0,00;0,00
2024-09-06;29 378 426,05;0,00;0,00
2024-09-07;29 396 190,43;0,00;0,00
2024-09-08;29 396 997,77;0,00;0,00
2024-09-09;29 470 107,28;0,00;0,00
2024-09-10;29 701 035,49;0,00;0,00
2024-09-11;29 749 901,56;0,00;0,00
2024-09-12;30 070 682,98;0,00;0,00
2024-09-13;30 340 090,53;0,00;0,00
2024-09-14;30 328 727,98;0,00;0,00
2024-09-15;30 329 546,90;0,00;0,00
2024-09-16;30 589 473,02;0,00;0,00
2024-09-17;30 541 857,71;0,00;0,00
2024-09-18;30 557 463,83;0,00;0,00
2024-09-19;30 851 787,09;0,00;0,00
2024-09-20;31 234 786,70;0,00;0,00
2024-09-21;31 206 704,05;0,00;0,00
2024-09-22;31 207 626,64;0,00;0,00
2024-09-23;31 411 192,16;0,00;0,00
2024-09-24;31 328 052,19;0,00;0,00
2024-09-25;31 634 344,09;0,00;0,00
2024-09-26;31 686 720,44;0,00;0,00
2024-09-27;31 724 380,64;0,00;0,00
2024-09-28;31 764 914,93;0,00;0,00
2024-09-29;31 765 985,37;0,00;0,00
2024-09-30;31 746 682,26;0,00;0,00
2024-10-01;31 966 013,79;0,00;0,00
2024-10-02;32 257 264,33;0,00;0,00
2024-10-03;32 187 922,27;0,00;0,00
2024-10-04;32 529 028,33;0,00;0,00
2024-10-05;32 493 909,28;0,00;0,00
2024-10-06;32 495 052,59;0,00;0,00
2024-10-07;32 615 025,54;0,00;0,00
2024-10-08;32 464 127,84;0,00;0,00
2024-10-09;32 573 990,49;0,00;0,00
2024-10-10;32 551 472,15;0,00;0,00
2024-10-11;32 509 994,10;0,00;0,00
2024-10-12;32 390 241,07;0,00;0,00
2024-10-13;32 391 426,40;0,00;0,00
2024-10-14;32 550 888,56;0,00;0,00
2024-10-15;32 920 046,96;0,00;0,00
2024-10-16;32 904 009,15;0,00;0,00
2024-10-17;33 075 271,51;0,00;0,00
2024-10-18;33 211 520,49;0,00;0,00
2024-10-19;33 164 650,20;0,00;0,00
2024-10-20;33 165 898,92;0,00;0,00
2024-10-21;33 395 220,27;0,00;0,00
2024-10-22;33 534 939,73;0,00;0,00
2024-10-23;33 371 883,31;0,00;0,00
2024-10-24;33 403 768,55;0,00;0,00
2024-10-25;33 202 711,63;0,00;0,00
2024-10-26;33 184 281,85;0,00;0,00
2024-10-27;33 185 649,43;0,00;0,00
2024-10-28;33 521 396,73;0,00;0,00
2024-10-29;33 780 070,31;0,00;0,00
2024-10-30;33 922 116,58;0,00;0,00
2024-10-31;33 514 500,31;0,00;0,00
2024-11-01;33 819 444,61;0,00;0,00
2024-11-02;33 822 120,28;0,00;0,00
2024-11-03;33 842 823,26;0,00;0,00
2024-11-04;33 844 207,95;0,00;0,00
2024-11-05;33 884 865,26;0,00;0,00
2024-11-06;33 051 684,62;0,00;0,00
2024-11-07;33 388 515,42;0,00;0,00
2024-11-08;33 676 282,14;0,00;0,00
2024-11-09;33 659 786,46;0,00;0,00
2024-11-10;33 661 163,50;0,00;0,00
2024-11-11;32 543 459,18;0,00;0,00
2024-11-12;32 721 309,00;0,00;0,00
2024-11-13;32 840 458,47;0,00;0,00
2024-11-14;32 708 120,09;0,00;0,00
2024-11-15;32 700 234,66;0,00;0,00
2024-11-16;32 785 575,27;0,00;0,00
2024-11-17;32 786 973,08;0,00;0,00
2024-11-18;33 376 391,38;0,00;0,00
2024-11-19;33 658 260,92;0,00;0,00
2024-11-20;33 839 386,64;0,00;0,00
2024-11-21;34 288 435,11;0,00;0,00
2024-11-22;35 251 421,10;0,00;0,00
2024-11-23;35 289 541,34;0,00;0,00
2024-11-24;35 290 953,80;0,00;0,00
2024-11-25;35 180 743,40;0,00;0,00
2024-11-26;35 392 856,44;0,00;0,00
2024-11-27;36 124 062,36;0,00;0,00
2024-11-28;36 226 651,30;0,00;0,00
2024-11-29;36 235 006,07;0,00;0,00
2024-11-30;36 270 741,36;0,00;0,00
2024-12-01;36 272 231,24;0,00;0,00
2024-12-02;36 278 422,03;0,00;0,00
2024-12-03;35 851 089,60;0,00;0,00
2024-12-04;35 494 230,44;0,00;0,00
2024-12-05;35 225 331,06;0,00;0,00
2024-12-06;35 112 444,59;0,00;0,00
2024-12-07;34 769 262,93;0,00;0,00
2024-12-08;34 770 813,36;0,00;0,00
2024-12-09;35 444 969,98;0,00;0,00
2024-12-10;35 170 985,15;0,00;0,00
2024-12-11;35 616 765,39;0,00;0,00
2024-12-12;35 175 735,83;0,00;0,00
2024-12-13;35 288 036,56;0,00;0,00
2024-12-14;35 323 055,54;0,00;0,00
2024-12-15;35 324 653,29;0,00;0,00
2024-12-16;34 926 978,85;0,00;0,00
2024-12-17;34 949 605,85;0,00;0,00
2024-12-18;35 095 704,32;0,00;0,00
2024-12-19;35 261 099,80;0,00;0,00
2024-12-20;36 535 817,29;0,00;0,00
2024-12-21;36 324 996,27;0,00;0,00
2024-12-22;36 327 520,49;0,00;0,00
2024-12-23;36 498 095,14;0,00;0,00
2024-12-24;36 233 361,86;0,00;0,00
2024-12-25;36 453 658,01;0,00;0,00
2024-12-26;36 712 285,16;0,00;0,00
2024-12-27;36 977 156,28;0,00;0,00
2024-12-28;37 687 682,72;0,00;0,00
2024-12-29;37 752 621,36;0,00;0,00
2024-12-30;38 381 905,65;0,00;0,00
2024-12-31;38 374 094,86;0,00;0,00
2025-01-01;38 376 583,05;0,00;0,00
2025-01-02;38 379 026,46;0,00;0,00
2025-01-03;38 282 485,34;0,00;0,00
2025-01-04;38 284 992,04;0,00;0,00
2025-01-05;38 287 437,88;0,00;0,00
2025-01-06;38 130 382,84;0,00;0,00
2025-01-07;38 132 967,80;0,00;0,00
2025-01-08;38 202 742,26;0,00;0,00
2025-01-09;37 675 869,53;0,00;0,00
2025-01-10;38 521 745,95;0,00;0,00
2025-01-11;38 494 371,09;0,00;0,00
2025-01-12;38 496 851,65;0,00;0,00
2025-01-13;38 713 130,10;0,00;0,00
2025-01-14;38 854 355,69;0,00;0,00
2025-01-15;38 963 233,01;0,00;0,00
2025-01-16;38 893 192,46;0,00;0,00
2025-01-17;39 077 041,20;0,00;0,00
2025-01-18;39 097 382,10;0,00;0,00
2025-01-19;39 099 897,13;0,00;0,00
2025-01-20;38 554 372,14;0,00;0,00
2025-01-21;38 489 162,25;0,00;0,00
2025-01-22;38 274 972,16;0,00;0,00
2025-01-23;38 191 894,83;0,00;0,00
2025-01-24;38 184 025,41;0,00;0,00
2025-01-25;38 066 276,24;0,00;0,00
2025-01-26;38 069 027,75;0,00;0,00
2025-01-27;37 935 097,28;0,00;0,00
2025-01-28;38 167 982,04;0,00;0,00
2025-01-29;38 364 752,34;0,00;0,00
2025-01-30;38 491 674,82;0,00;0,00
2025-01-31;38 385 227,36;0,00;0,00
2025-02-01;38 256 758,71;0,00;0,00
2025-02-02;38 259 580,01;0,00;0,00
2025-02-03;38 162 899,35;0,00;0,00
2025-02-04;37 979 325,19;0,00;0,00
2025-02-05;37 914 196,65;0,00;0,00
2025-02-06;38 200 123,66;0,00;0,00
2025-02-07;38 327 170,94;0,00;0,00
2025-02-08;38 562 666,11;0,00;0,00
2025-02-09;38 565 478,91;0,00;0,00
2025-02-10;38 351 261,94;0,00;0,00
2025-02-11;38 447 815,49;0,00;0,00
2025-02-12;38 791 849,50;0,00;0,00
2025-02-13;38 543 497,47;0,00;0,00
2025-02-14;38 814 879,13;0,00;0,00
2025-02-15;38 672 453,62;0,00;0,00
2025-02-16;38 677 414,93;0,00;0,00
2025-02-17;38 492 876,75;0,00;0,00
2025-02-18;38 859 109,71;0,00;0,00
2025-02-19;38 616 981,21;0,00;0,00
2025-02-20;37 802 593,22;0,00;0,00
2025-02-21;37 724 591,57;0,00;0,00
2025-02-22;37 543 919,36;0,00;0,00
2025-02-23;37 548 807,46;0,00;0,00
2025-02-24;37 683 520,28;0,00;0,00
2025-02-25;37 191 985,31;0,00;0,00
2025-02-26;37 540 541,49;0,00;0,00
2025-02-27;37 680 296,29;0,00;0,00
2025-02-28;37 989 268,84;0,00;0,00
2025-03-01;38 271 575,09;0,00;0,00
2025-03-02;38 276 527,19;0,00;0,00
2025-03-03;38 232 515,20;0,00;0,00
2025-03-04;38 258 189,18;0,00;0,00
2025-03-05;38 335 354,93;0,00;0,00
2025-03-06;38 332 818,34;0,00;0,00
2025-03-07;38 044 745,23;0,00;0,00
2025-03-08;37 878 414,40;0,00;0,00
2025-03-09;37 883 421,53;0,00;0,00
2025-03-10;37 545 387,34;0,00;0,00
2025-03-11;37 251 190,39;0,00;0,00
2025-03-12;37 294 069,61;0,00;0,00
2025-03-13;37 087 566,30;0,00;0,00
2025-03-14;36 979 651,84;0,00;0,00
2025-03-15;36 649 144,55;0,00;0,00
2025-03-16;36 653 965,29;0,00;0,00
2025-03-17;36 116 024,44;0,00;0,00
2025-03-18;35 988 310,36;0,00;0,00
2025-03-19;36 343 954,54;0,00;0,00
2025-03-20;36 610 356,31;0,00;0,00
2025-03-21;36 670 724,67;0,00;0,00
2025-03-22;36 709 842,12;0,00;0,00
2025-03-23;36 714 588,02;0,00;0,00
2025-03-24;36 679 462,02;0,00;0,00
2025-03-25;36 449 689,31;0,00;0,00
2025-03-26;36 369 150,98;0,00;0,00
2025-03-27;36 252 255,48;0,00;0,00
2025-03-28;36 640 261,01;0,00;0,00
2025-03-29;36 556 407,76;0,00;0,00
2025-03-30;36 561 102,02;0,00;0,00
2025-03-31;36 899 276,74;0,00;0,00
2025-04-01;36 769 803,50;0,00;0,00
2025-04-02;36 758 219,24;0,00;0,00
2025-04-03;36 682 554,18;0,00;0,00
2025-04-04;37 115 872,76;0,00;0,00
2025-04-05;37 246 292,66;0,00;0,00
2025-04-06;37 251 037,24;0,00;0,00
2025-04-07;37 179 663,29;0,00;0,00
2025-04-08;37 381 115,68;0,00;0,00
2025-04-09;37 034 220,51;0,00;0,00
2025-04-10;37 134 922,48;0,00;0,00
2025-04-11;36 582 502,56;0,00;0,00
2025-04-12;36 222 018,79;0,00;0,00
2025-04-13;36 226 720,14;0,00;0,00
2025-04-14;36 157 111,18;0,00;0,00
2025-04-15;36 051 774,07;0,00;0,00
2025-04-16;36 149 116,87;0,00;0,00
2025-04-17;35 839 664,29;0,00;0,00
2025-04-18;35 784 398,29;0,00;0,00
2025-04-19;35 433 404,56;0,00;0,00
2025-04-20;35 437 951,67;0,00;0,00
2025-04-21;35 653 319,31;0,00;0,00
2025-04-22;35 754 676,90;0,00;0,00
2025-04-23;36 400 754,17;0,00;0,00
2025-04-24;42 442 628,83;6 000 000,00;0,00
2025-04-25;42 584 332,92;0,00;0,00
2025-04-26;42 464 179,87;0,00;0,00
2025-04-27;42 469 529,65;0,00;0,00
2025-04-28;42 266 045,93;0,00;0,00
2025-04-29;42 153 353,01;0,00;0,00
2025-04-30;42 163 895,31;0,00;0,00
2025-05-01;42 110 587,57;0,00;0,00
2025-05-02;42 385 257,39;0,00;0,00
2025-05-03;42 393 291,15;0,00;0,00
2025-05-04;42 400 998,76;0,00;0,00
2025-05-05;42 151 865,19;0,00;0,00
2025-05-06;42 317 737,76;0,00;0,00
2025-05-07;42 325 926,08;0,00;0,00
2025-05-08;42 491 491,82;0,00;0,00
2025-05-09;42 499 040,50;0,00;0,00
2025-05-10;42 506 714,54;0,00;0,00
2025-05-11;42 514 380,96;0,00;0,00
2025-05-12;42 176 533,32;0,00;0,00
2025-05-13;41 991 394,02;0,00;0,00
2025-05-14;41 968 445,97;0,00;0,00
2025-05-15;41 954 440,00;0,00;0,00
2025-05-16;42 142 992,84;0,00;0,00
2025-05-17;42 363 921,86;0,00;0,00
2025-05-18;42 371 581,42;0,00;0,00
2025-05-19;41 994 100,22;0,00;0,00
2025-05-20;42 080 637,18;0,00;0,00
